力量コード  ###[education_code]###,力量名  ###[education_name]###,力量カテゴリーコード  ###[competence_category_code]###,力量カテゴリー,力量レベルパターンコード ###[competence_scale_code]###,もうすぐ有効期限切れ（有効期限の〇日前）  ###[notify_expiration_timing_date_before]###,メール通知  ###[notify_email]###,概要  ###[overview]###,URL  ###[urls]###,有効期限切れの表示  ###[expired_highlight]###,管理者への公開  ###[competence_publish_type]###,学習形態  ###[learning_form]###,提供者  ###[provider]###,カリキュラム  ###[curriculum]###,対象者  ###[target]###,場所  ###[place]###,費用  ###[cost]###,受講期間  ###[course_period]###,学習時間（時間）  ###[learning_hour]###,学習時間（分）  ###[learning_time]###,社外講師  ###[external_lecturer]###,使用プロジェクト,使用できるプロジェクト,使用力量マップ,有効期間の指定  ###[calculation_switch_type]###,有効期間の種類  ###[calculation_type]###,有効期間（年数）  ###[period_years]###,有効期間（月数）  ###[period_months]###,有効期間（暦月）  ###[specified_month]###,有効期間（日）  ###[date_type]###,有効期限の自動計算  ###[auto_calculation_enabled]###,有効期限の手動修正  ###[changeable_after_calculation]###,[育成計画の初期値]概要  ###[initial_value_training_plan_overview]###,[育成計画の初期値]内部講師（メンバーコード）  ###[initial_value_training_plan_internal_lecturer_code]###,[育成計画の初期値]社外講師  ###[initial_value_training_plan_external_lecturer_name]###,[育成計画の初期値]有効性評価の方法  ###[initial_value_training_plan_effectiveness_evaluation_method]###,[育成計画の初期値]受講者による受講結果の編集  ###[initial_value_training_plan_edit_individual_record_by_attendees]###,[育成計画の初期値]他プロジェクトによる受講結果の編集  ###[initial_value_training_plan_edit_individual_record_by_other_projects]###
EDU00063,コンプレッサ関連法規,CTG202020200,知識＞法規＞ドメイン＞コンプレッサ,EDUCATION_DEFAULT,0,通知しない,高圧ガス保安法、騒音規制法、振動規制法、海外安全規格を知っている,,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"2G-スキル・知識 , 4SEC-スキル・知識 , 開発本部－スキル・知識 , 新技術推進部ー知識 , 2G1SEC-スキル・知識 , 2G2SEC-スキル・知識 , 2G3SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00064,安全規格（充電工具・電池関連）,CTG202020300,知識＞法規＞ドメイン＞充電工具,EDUCATION_DEFAULT,0,通知しない,UN輸送規制,,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"2G-スキル・知識 , 3G1-スキル・知識 , 1G-スキル・知識 , 4SEC-スキル・知識 , 3G-スキル・知識 , 開発本部－スキル・知識 , 新技術推進部ー知識 , 2G1SEC-スキル・知識 , 5SEC-スキル・知識 , 1SEC-スキル・知識 , 2SEC-スキル・知識 , 3SEC-スキル・知識 , プロトSEC-スキル・知識 , 3G3-スキル・知識 , 3G2-スキル・知識 , 2G2SEC-スキル・知識 , 2G3SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00065,住環境機器関連法規,CTG202020400,知識＞法規＞ドメイン＞住環境機器,EDUCATION_DEFAULT,0,通知しない,電安法、建基法、消防法予防条例、消安法、JEMA自主基準、建築物省エネ法、JIS_C_9603、JIS_B_8628、JIS_B_8639、JRA_4056、内線規定、住環境試験基準を知っている,,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"6G－スキル・知識 , 第1SEC－スキル・知識 , 開発本部－スキル・知識 , 新技術推進部ー知識 , 4G-スキル、知識 , 第2SEC－スキル・知識 , 4G1SECｰスキル、知識 , 4G2SECｰスキル、知識 , 4G3SECｰスキル、知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00066,オフィス製品・コピー機関連規格,CTG202020500,知識＞法規＞ドメイン＞OP・EH製品,EDUCATION_DEFAULT,0,通知しない,（共通に含まれる）,,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"6G－スキル・知識 , 第1SEC－スキル・知識 , 開発本部－スキル・知識 , 新技術推進部ー知識 , 第2SEC－スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00067,ロボット規格・法規教育PKG,CTG202020600,知識＞法規＞ドメイン＞ロボット,EDUCATION_DEFAULT,0,通知しない,ISO3691⁻4を知っている,,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"開発本部－スキル・知識 , 新技術推進部ー知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00068,MBD教育PKG,CTG203010000,知識＞ツール＞共通,EDUCATION_DEFAULT,0,通知しない,MATLAB・Simulinkの使い方、MBDを学ぶ,,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"第2SEC－スキル・知識 , 2G-スキル・知識 , 3G1-スキル・知識 , 6G－スキル・知識 , 第1SEC－スキル・知識 , 1G-スキル・知識 , 4SEC-スキル・知識 , 3G-スキル・知識 , 開発本部－スキル・知識 , 新技術推進部ー知識 , 4G-スキル、知識 , 2G1SEC-スキル・知識 , 5SEC-スキル・知識 , 1SEC-スキル・知識 , 2SEC-スキル・知識 , 3SEC-スキル・知識 , プロトSEC-スキル・知識 , 3G3-スキル・知識 , 4G1SECｰスキル、知識 , 4G2SECｰスキル、知識 , 4G3SECｰスキル、知識 , 3G2-スキル・知識 , 2G2SEC-スキル・知識 , 2G3SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00069,ロボット通信プロトコル教育PKG,CTG201061800,知識＞製品＞製品群＞ロボット,EDUCATION_DEFAULT,0,通知しない,"Lv.1：汎用シリアル通信
Lv.2：CAN通信
Lv.3：DDS通信
Lv.4：TCP/IP
Lv.5：Wi-Fi",,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"第2SEC－スキル・知識 , 2G-スキル・知識 , 6G－スキル・知識 , 第1SEC－スキル・知識 , 4SEC-スキル・知識 , 開発本部－スキル・知識 , 新技術推進部ー知識 , 2G1SEC-スキル・知識 , 2G2SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00070,STM32組込み教育PKG,CTG103130000,業務スキル＞ドメイン技術＞ロボット,EDUCATION_DEFAULT,0,通知しない,"Lv.1：STM32の基本と開発環境構築
Lv.2：C言語
Lv.3：ペリフェラル制御
Lv.4：RTOS
Lv.5：応用プロジェクトと最適化",,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"第2SEC－スキル・知識 , 2G-スキル・知識 , 6G－スキル・知識 , 第1SEC－スキル・知識 , 4SEC-スキル・知識 , 開発本部－スキル・知識 , 2G1SEC-スキル・知識 , 2G2SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00071,図研,CTG203030000,知識＞ツール＞電気CAD・CAE,EDUCATION_DEFAULT,0,通知しない,図研CADの使い方を学ぶ,,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"2G-スキル・知識 , 3G1-スキル・知識 , 4SEC-スキル・知識 , 3G-スキル・知識 , 5G5SEC-スキル・知識 , 5G-スキル・知識 , 開発本部－スキル・知識 , 新技術推進部ー知識 , 4G-スキル、知識 , 2G1SEC-スキル・知識 , 3G3-スキル・知識 , 4G3SECｰスキル、知識 , 3G2-スキル・知識 , 2G2SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00072,Altium Designer,CTG203030000,知識＞ツール＞電気CAD・CAE,EDUCATION_DEFAULT,0,通知しない,"Lv.1：回路設計基礎
Lv.2：Altiumでの回路設計
Lv.3：Altiumでの動作解析
Lv.4：PCB・実装手配と検査
Lv.5：実装基板のチェック",,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"2G-スキル・知識 , 4SEC-スキル・知識 , 開発本部－スキル・知識 , 新技術推進部ー知識 , 4G-スキル、知識 , 2G1SEC-スキル・知識 , 4G3SECｰスキル、知識 , 2G2SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00073,Creo,CTG203040000,知識＞ツール＞機械CAD・CAE,EDUCATION_DEFAULT,0,通知しない,Creoの設計から解析までの使い方を学ぶ,,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"5G4SEC-スキル・知識 , 2G-スキル・知識 , 3G1-スキル・知識 , 1G-スキル・知識 , 4SEC-スキル・知識 , 3G-スキル・知識 , 5G-スキル・知識 , 開発本部－スキル・知識 , 新技術推進部ー知識 , 4G-スキル、知識 , 2G1SEC-スキル・知識 , 5SEC-スキル・知識 , 5G1SEC-スキル・知識 , 5G2SEC-スキル・知識 , 5G3SEC-スキル・知識 , 1SEC-スキル・知識 , 2SEC-スキル・知識 , 3SEC-スキル・知識 , プロトSEC-スキル・知識 , 3G3-スキル・知識 , 4G1SECｰスキル、知識 , 4G2SECｰスキル、知識 , 3G2-スキル・知識 , 2G2SEC-スキル・知識 , 2G3SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00074,Ansys,CTG203040000,知識＞ツール＞機械CAD・CAE,EDUCATION_DEFAULT,0,通知しない,Ansysの使い方を学ぶ,,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"5G4SEC-スキル・知識 , 2G-スキル・知識 , 3G1-スキル・知識 , 1G-スキル・知識 , 4SEC-スキル・知識 , 3G-スキル・知識 , 5G-スキル・知識 , 開発本部－スキル・知識 , 新技術推進部ー知識 , 4G-スキル、知識 , 2G1SEC-スキル・知識 , 5SEC-スキル・知識 , 5G1SEC-スキル・知識 , 5G2SEC-スキル・知識 , 5G3SEC-スキル・知識 , 1SEC-スキル・知識 , 2SEC-スキル・知識 , 3SEC-スキル・知識 , プロトSEC-スキル・知識 , 3G3-スキル・知識 , 4G1SECｰスキル、知識 , 4G2SECｰスキル、知識 , 3G2-スキル・知識 , 2G2SEC-スキル・知識 , 2G3SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00075,FloEFD,CTG203040000,知識＞ツール＞機械CAD・CAE,EDUCATION_DEFAULT,0,通知しない,FloEFDの使い方を学ぶ,,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"2G-スキル・知識 , 3G1-スキル・知識 , 1G-スキル・知識 , 4SEC-スキル・知識 , 3G-スキル・知識 , 開発本部－スキル・知識 , 新技術推進部ー知識 , 4G-スキル、知識 , 2G1SEC-スキル・知識 , 5SEC-スキル・知識 , 1SEC-スキル・知識 , 2SEC-スキル・知識 , 3SEC-スキル・知識 , プロトSEC-スキル・知識 , 3G3-スキル・知識 , 4G1SECｰスキル、知識 , 4G2SECｰスキル、知識 , 3G2-スキル・知識 , 2G2SEC-スキル・知識 , 2G3SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00076,計測機器,CTG203050000,知識＞ツール＞計測器,EDUCATION_DEFAULT,0,通知しない,ノギスからオシロ、レコーダ、高速度カメラまでまとめて学ぶ,,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"5G4SEC-スキル・知識 , 第2SEC－スキル・知識 , 2G-スキル・知識 , 3G1-スキル・知識 , 6G－スキル・知識 , 第1SEC－スキル・知識 , 1G-スキル・知識 , 4SEC-スキル・知識 , 3G-スキル・知識 , 5G5SEC-スキル・知識 , 5G-スキル・知識 , 開発本部－スキル・知識 , 新技術推進部ー知識 , 4G-スキル、知識 , 2G1SEC-スキル・知識 , 5SEC-スキル・知識 , 5G1SEC-スキル・知識 , 5G2SEC-スキル・知識 , 5G3SEC-スキル・知識 , 1SEC-スキル・知識 , 2SEC-スキル・知識 , 3SEC-スキル・知識 , プロトSEC-スキル・知識 , 3G3-スキル・知識 , 4G1SECｰスキル、知識 , 4G2SECｰスキル、知識 , 4G3SECｰスキル、知識 , 3G2-スキル・知識 , 2G2SEC-スキル・知識 , 2G3SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
EDU00077,試験設備,CTG203050000,知識＞ツール＞計測器,EDUCATION_DEFAULT,0,通知しない,環境試験室、振動試験機などの使い方を学ぶ,,強調する,全メンバーに公開,,,,,,0,,0,0,,"00_開発本部 , 新技術推進部 , 第1設計G , 第2設計G , 第3設計G , 第4設計G , 第5設計G , 第6設計G , データ移行用",すべてのプロジェクトで使用可能,"5G4SEC-スキル・知識 , 第2SEC－スキル・知識 , 2G-スキル・知識 , 3G1-スキル・知識 , 6G－スキル・知識 , 第1SEC－スキル・知識 , 1G-スキル・知識 , 4SEC-スキル・知識 , 3G-スキル・知識 , 5G5SEC-スキル・知識 , 5G-スキル・知識 , 開発本部－スキル・知識 , 新技術推進部ー知識 , 4G-スキル、知識 , 2G1SEC-スキル・知識 , 5SEC-スキル・知識 , 5G1SEC-スキル・知識 , 5G2SEC-スキル・知識 , 5G3SEC-スキル・知識 , 1SEC-スキル・知識 , 2SEC-スキル・知識 , 3SEC-スキル・知識 , プロトSEC-スキル・知識 , 3G3-スキル・知識 , 4G1SECｰスキル、知識 , 4G2SECｰスキル、知識 , 4G3SECｰスキル、知識 , 3G2-スキル・知識 , 2G2SEC-スキル・知識 , 2G3SEC-スキル・知識",指定しない,,,,,,,,,,,,閲覧のみ,登録と承認申請両方
